tid,attribute,correct_val
31202,birthplace,Copenhagen
31202,position,Defender
31202,team,Valencia_CF
31202,city,Munich
31202,stadium,Stadio_Olimpico
31202,season,2011
31202,manager,Veit_Luks
31203,name,Myla_Nikolaus
31203,surname,Goni
31203,birthyear,1995
31203,birthplace,Budapest
31203,position,Midfield
31203,team,FC_Spartak_Moscow
31203,city,Istanbul
31203,stadium,Jan_Breydel_Stadium
31203,season,2011
31203,manager,Yki_Villano
31204,name,Velimir_Solveig
31204,surname,Andraka
31204,birthyear,1988
31204,birthplace,Hartford
31204,position,Defender
31204,team,A.C._Perugia_Calcio
31204,city,Solna
31204,stadium,Donbass_Arena
31204,season,2013
31204,manager,Masum_Kasprzak
31205,name,Adhemar_Yanni
31205,surname,Sittig
31205,birthyear,1991
31205,birthplace,Chicago
31205,position,Defender
31205,team,S.C._Braga
31205,city,Gelsenkirchen
31205,stadium,Sporting_Park
31205,season,2011
31205,manager,Anupam_Oxenboll
31206,name,Graham_Kukhamay
31206,surname,McCain
31206,birthyear,1989
31206,birthplace,Barcelona
31206,position,Midfield
31206,team,S.C._Braga
31206,city,Gelsenkirchen
31206,stadium,Sporting_Park
31206,season,2013
31206,manager,Vagan_Smallwood
31207,name,Behcet_Liu
31207,surname,Tomii
31207,birthyear,1991
31207,birthplace,Myrtle
31207,position,Defender
31207,team,P.a.o.k_Fc
31207,city,Munich
31207,stadium,Allianz_Arena_Olympic_Stadium_Munich
31207,season,2012
31207,manager,Sreenivas_Wohr
31208,name,Asis_Sinisa
31208,surname,Hennebert
31208,birthyear,1986
31208,birthplace,Elko
31208,position,Midfield
31208,team,Juventus
31208,city,Salvador
31208,stadium,BMO_Field
31208,season,2010
31208,manager,Masum_Kasprzak
31209,name,Rahim_Barton
31209,surname,Kawakami
31209,birthyear,1993
31209,birthplace,Billings
31209,position,Midfield
31209,team,SV_Werder_Bremen
31209,city,Barcelona
31209,stadium,Boleyn_Ground
31209,season,2014
31209,manager,Sigenobu_Bodagala
31210,name,Masahisa_Prabhav
31210,surname,Blaschek
31210,birthyear,1980
31210,birthplace,Indianapolis
31210,position,Midfield
31210,team,FC_Nordsjelland
31210,city,Moscow
31210,stadium,Estadio_da_Luz
31210,season,2011
31210,manager,Cees_Gunal
31211,name,Yadran_Mechthild
31211,surname,Rayne
31211,birthyear,1983
31211,birthplace,South
31211,position,Forward
31211,team,A.C._Perugia_Calcio
31211,city,Solna
31211,stadium,Donbass_Arena
31211,season,2013
31211,manager,Atsufumi_Comparetto
31212,name,Yasusi_Seongyeol
31212,surname,Clemm
31212,birthyear,1997
31212,birthplace,Des
31212,position,Defender
31212,team,VfL_Wolfsburg
31212,city,Solna
31212,stadium,Allianz_Arena_Olympic_Stadium_Munich
31212,season,2011
31212,manager,Atsufumi_Comparetto
31213,name,Kioumars_Junbo
31213,surname,Kavvadias
31213,birthyear,1990
31213,birthplace,Beaumont
31213,position,Forward
31213,team,Boavista_F.C.
31213,city,Naples
31213,stadium,Veltins-Arena
31213,season,2015
31213,manager,Duckyoung_Padhye
31214,name,Nasreddine_Ratko
31214,surname,Lesperance
31214,birthyear,1995
31214,birthplace,Buffalo
31214,position,Midfield
31214,team,P.a.o.k_Fc
31214,city,Brasilia
31214,stadium,King_Power_Stadium
31214,season,2012
31214,manager,Sreenivas_Wohr
31215,name,Joe_Myung
31215,surname,Coppola
31215,birthyear,1975
31215,birthplace,Ciudad
31215,position,Midfield
31215,team,Forest_Green_Rovers_F.C.
31215,city,Solna
31215,stadium,Allianz_Arena_Olympic_Stadium_Munich
31215,season,2014
31215,manager,Bon_Kruiskamp
31216,name,Judy_Brant
31216,surname,Prenel
31216,birthyear,1978
31216,birthplace,Worcester
31216,position,Midfield
31216,team,Juventus
31216,city,Salvador
31216,stadium,BMO_Field
31216,season,2015
31216,manager,Sigenobu_Bodagala
31217,name,Ayal_Waeil
31217,surname,Haining
31217,birthyear,1981
31217,birthplace,Wichita
31217,position,Goalkeeper
31217,team,Toronto_FC
31217,city,Stuttgart
31217,stadium,Camp_Nou
31217,season,2014
31217,manager,Kazuhiko_Claybrook
31218,name,Zengping_Alissa
31218,surname,Touretzky
31218,birthyear,1983
31218,birthplace,Roanoke
31218,position,Goalkeeper
31218,team,Tianjin_Teda_F.C.
31218,city,Cardiff
31218,stadium,Estadio_da_Luz
31218,season,2014
31218,manager,Ahsan_Kliger
31219,name,Zizette_Polina
31219,surname,Herger
31219,birthyear,1980
31219,birthplace,El
31219,position,Goalkeeper
31219,team,Seattle_Sounders
31219,city,Dortmund
31219,stadium,Stadio_San_Paolo
31219,season,2011
31219,manager,Aiqun_Levergood
31220,name,Elie_Mart
31220,surname,Otillio
31220,birthyear,1982
31220,birthplace,Zihuatenejo
31220,position,Defender
31220,team,FC_Bayern_Munich
31220,city,Seattle
31220,stadium,San_Siro_Stadium
31220,season,2015
31220,manager,Atsufumi_Comparetto
31221,name,Martii_Mischa
31221,surname,Matyska
31221,birthyear,1978
31221,birthplace,Pasco
31221,position,Forward
31221,team,Wolverhampton_Wanderers_Football_Club
31221,city,Dortmund
31221,stadium,Stadio_San_Paolo
31221,season,2013
31221,manager,Sigenobu_Bodagala
31222,name,Tatuo_Bongki
31222,surname,Scofield
31222,birthyear,1992
31222,birthplace,Birmingham
31222,position,Forward
31222,team,S.C._Braga
31222,city,Gelsenkirchen
31222,stadium,Sporting_Park
31222,season,2013
31222,manager,Shyamala_Gibbs
31223,name,Ramakant_Elgin
31223,surname,Schachter
31223,birthyear,1990
31223,birthplace,Sun
31223,position,Midfield
31223,team,Seattle_Sounders
31223,city,Dortmund
31223,stadium,Stadio_San_Paolo
31223,season,2013
31223,manager,Nabih_Rios
31224,name,Elie_Mart
31224,surname,Otillio
31224,birthyear,1982
31224,birthplace,Zihuatenejo
31224,position,Defender
31224,team,FC_Bayern_Munich
31224,city,Seattle
31224,stadium,San_Siro_Stadium
31224,season,2015
31224,manager,Atsufumi_Comparetto
31225,name,Tatsuro_Kamaljit
31225,surname,Specker
31225,birthyear,1994
31225,birthplace,Shreveport
31225,position,Forward
31225,team,S.C._Braga
31225,city,Gelsenkirchen
31225,stadium,Sporting_Park
31225,season,2014
31225,manager,Bernando_Jesus
31226,name,Chitresh_Harlan
31226,surname,Babb
31226,birthyear,1991
31226,birthplace,Copenhagen
31226,position,Defender
31226,team,FC_Nordsjelland
31226,city,Moscow
31226,stadium,Estadio_da_Luz
31226,season,2011
31226,manager,Cees_Gunal
31227,name,Dallan_Yoshioki
31227,surname,Nuzman
31227,birthyear,1990
31227,birthplace,Casper
31227,position,Midfield
31227,team,FC_Anzhi_Makhachkala
31227,city,Hamburg
31227,stadium,King_Power_Stadium
31227,season,2013
31227,manager,Robert_Lally
31228,name,Surnjani_Catharine
31228,surname,Marciano
31228,birthyear,1980
31228,birthplace,Puebla
31228,position,Forward
31228,team,Seattle_Sounders
31228,city,Dortmund
31228,stadium,Stadio_San_Paolo
31228,season,2011
31228,manager,Aiqun_Levergood
31229,name,Gernod_Sowmitri
31229,surname,Harloff
31229,birthyear,1991
31229,birthplace,Monterrey
31229,position,Forward
31229,team,Tianjin_Teda_F.C.
31229,city,Cardiff
31229,stadium,Estadio_da_Luz
31229,season,2011
31229,manager,Ryouji_Dare
31230,name,Vishwani_Konrad
31230,surname,Dingle
31230,birthyear,1983
31230,birthplace,Casper
31230,position,Defender
31230,team,Tianjin_Teda_F.C.
31230,city,Cardiff
31230,stadium,Estadio_da_Luz
31230,season,2014
31230,manager,Ahsan_Kliger
31231,name,Maggie_Zhiqiang
31231,surname,Dabipi
31231,birthyear,1980
31231,birthplace,La
31231,position,Goalkeeper
31231,team,SV_Werder_Bremen
31231,city,Barcelona
31231,stadium,Boleyn_Ground
31231,season,2014
31231,manager,Sigenobu_Bodagala
31232,name,Nili_Reese
31232,surname,Kopanas
31232,birthyear,1975
31232,birthplace,Augusta
31232,position,Midfield
31232,team,Clube_de_Regatas_do_Flamengo
31232,city,Rio_de_Janeiro
31232,stadium,Stadio_Olimpico
31232,season,2011
31232,manager,Xiaolei_Ronchette
31233,name,Afke_Vlad
31233,surname,Tischendorf
31233,birthyear,1997
31233,birthplace,Worcester
31233,position,Midfield
31233,team,Borussia_Monchengladbach
31233,city,Hamburg
31233,stadium,Estadio_da_Luz
31233,season,2012
31233,manager,Jeremy_Cantu
31234,name,Nasreddine_Dongseung
31234,surname,Zallocco
31234,birthyear,1995
31234,birthplace,Leon
31234,position,Midfield
31234,team,Valencia_CF
31234,city,Stuttgart
31234,stadium,Camp_Nou
31234,season,2011
31234,manager,Veit_Luks
31235,name,Philip_Sachio
31235,surname,Yoccoz
31235,birthyear,1975
31235,birthplace,Dayton
31235,position,Forward
31235,team,Clube_de_Regatas_do_Flamengo
31235,city,Rio_de_Janeiro
31235,stadium,Stadio_Olimpico
31235,season,2011
31235,manager,Xiaolei_Ronchette
31236,name,Munir_Sajal
31236,surname,Bottreau
31236,birthyear,1982
31236,birthplace,Charleston
31236,position,Defender
31236,team,Valencia_CF
31236,city,Montevideo
31236,stadium,Constant_Vanden_Stock_Stadium
31236,season,2011
31236,manager,Veit_Luks
31237,name,Zicheng_Yike
31237,surname,Clark
31237,birthyear,1983
31237,birthplace,Missoula
31237,position,Goalkeeper
31237,team,FC_Kaiserslautern
31237,city,Munich
31237,stadium,Stadio_Olimpico
31237,season,2012
31237,manager,Atsufumi_Comparetto
31238,name,Xiaola_Jinhwan
31238,surname,Steffan
31238,birthyear,1977
31238,birthplace,Chihuahua
31238,position,Midfield
31238,team,Valencia_CF
31238,city,Montevideo
31238,stadium,Constant_Vanden_Stock_Stadium
31238,season,2011
31238,manager,Vagan_Smallwood
31239,name,Yooichi_Hemant
31239,surname,Valette
31239,birthyear,1976
31239,birthplace,Amarillo
31239,position,Goalkeeper
31239,team,Boavista_F.C.
31239,city,Naples
31239,stadium,Veltins-Arena
31239,season,2014
31239,manager,Piera_Faustini
31240,name,Abdalla_Susannne
31240,surname,Hoare
31240,birthyear,1982
31240,birthplace,Gulfport
31240,position,Midfield
31240,team,Valencia_CF
31240,city,Montevideo
31240,stadium,Constant_Vanden_Stock_Stadium
31240,season,2011
31240,manager,Veit_Luks
31241,name,Surapol_Yechezkel
31241,surname,Noltemeier
31241,birthyear,1984
31241,birthplace,Reno
31241,position,Midfield
31241,team,Royal_Antwerp_F.C.
31241,city,London
31241,stadium,Santiago_Bernabeu_Stadium
31241,season,2011
31241,manager,Rashi_Papadourakis
31242,name,Zengping_Alissa
31242,surname,Touretzky
31242,birthyear,1983
31242,birthplace,Roanoke
31242,position,Goalkeeper
31242,team,Tianjin_Teda_F.C.
31242,city,Cardiff
31242,stadium,Estadio_da_Luz
31242,season,2014
31242,manager,Ahsan_Kliger
31243,name,Noe_Aurelie
31243,surname,Konikowska
31243,birthyear,1976
31243,birthplace,Jacksonville
31243,position,Defender
31243,team,New_York_Red_Bulls
31243,city,Solna
31243,stadium,Allianz_Arena_Olympic_Stadium_Munich
31243,season,2011
31243,manager,Atsuyuki_Jayaprakash
31244,name,Gesine_Tilmann
31244,surname,Cagman
31244,birthyear,1996
31244,birthplace,Corpus
31244,position,Defender
31244,team,VfL_Wolfsburg
31244,city,Berlin
31244,stadium,Westfalenstadion
31244,season,2011
31244,manager,Atsufumi_Comparetto
31245,name,Yasubumi_Friedemann
31245,surname,Nobauer
31245,birthyear,1984
31245,birthplace,Louisville
31245,position,Midfield
31245,team,Juventus
31245,city,Salvador
31245,stadium,BMO_Field
31245,season,2010
31245,manager,Masum_Kasprzak
31246,name,Behcet_Liu
31246,surname,Tomii
31246,birthyear,1991
31246,birthplace,Myrtle
31246,position,Defender
31246,team,P.a.o.k_Fc
31246,city,Munich
31246,stadium,Allianz_Arena_Olympic_Stadium_Munich
31246,season,2012
31246,manager,Sreenivas_Wohr
31247,name,Jinsei_Ranjeev
31247,surname,Blix
31247,birthyear,1983
31247,birthplace,Cozumel
31247,position,Midfield
31247,team,ACF_Fiorentina
31247,city,Hamburg
31247,stadium,King_Power_Stadium
31247,season,2013
31247,manager,Suranjan_Sakurai
31248,name,Devina_Qutaibah
31248,surname,Schloegel
31248,birthyear,1997
31248,birthplace,Charleston
31248,position,Goalkeeper
31248,team,Royal_Antwerp_F.C.
31248,city,London
31248,stadium,Santiago_Bernabeu_Stadium
31248,season,2011
31248,manager,Rashi_Papadourakis
31249,name,Lorrin_Kazuki
31249,surname,Gabalda
31249,birthyear,1991
31249,birthplace,Veracruz
31249,position,Midfield
31249,team,Delfino_Pescara_1936
31249,city,Orlando
31249,stadium,King_Power_Stadium
31249,season,2012
31249,manager,Robbert_Flach
31250,name,Boijdar_Michal
31250,surname,Yntema
31250,birthyear,1982
31250,birthplace,Beaumont
31250,position,Midfield
31250,team,Clube_de_Regatas_do_Flamengo
31250,city,Rio_de_Janeiro
31250,stadium,Stadio_Olimpico
31250,season,2013
31250,manager,Jeremy_Cantu
31251,name,Roger_Kazi
31251,surname,Kraetzl
31251,birthyear,1990
31251,birthplace,Macon
31251,position,Midfield
31251,team,Sport_Club_Internacional
31251,city,Montreal
31251,stadium,King_Power_Stadium
31251,season,2011
31251,manager,Berardo_Gerber
31252,name,Wonhee_Chrysantos
31252,surname,Cremilleux
31252,birthyear,1981
31252,birthplace,Melbourne
31252,position,Defender
31252,team,New_York_Red_Bulls
31252,city,Brasilia
31252,stadium,San_Siro_Stadium
31252,season,2011
31252,manager,Atsuyuki_Jayaprakash
31253,name,Jim_Jaak
31253,surname,Tchernykh
31253,birthyear,1990
31253,birthplace,Toulouse
31253,position,Midfield
31253,team,Wolverhampton_Wanderers_Football_Club
31253,city,Dortmund
31253,stadium,Stadio_San_Paolo
31253,season,2013
31253,manager,Sigenobu_Bodagala
31254,name,Andres_Yahya
31254,surname,Wolin
31254,birthyear,1980
31254,birthplace,Istanbul
31254,position,Defender
31254,team,Clube_de_Regatas_do_Flamengo
31254,city,Rio_de_Janeiro
31254,stadium,Stadio_Olimpico
31254,season,2011
31254,manager,Xiaolei_Ronchette
31255,name,Martii_Mischa
31255,surname,Matyska
31255,birthyear,1978
31255,birthplace,Pasco
31255,position,Forward
31255,team,Wolverhampton_Wanderers_Football_Club
31255,city,Dortmund
31255,stadium,Stadio_San_Paolo
31255,season,2013
31255,manager,Sigenobu_Bodagala
31256,name,Lorrin_Kazuki
31256,surname,Gabalda
31256,birthyear,1991
31256,birthplace,Veracruz
31256,position,Forward
31256,team,Juventus
31256,city,Salvador
31256,stadium,BMO_Field
31256,season,2010
31256,manager,Masum_Kasprzak
31257,name,Antonius_Ard
31257,surname,Rikino
31257,birthyear,1975
31257,birthplace,Prague
31257,position,Defender
31257,team,Toronto_FC
31257,city,Stuttgart
31257,stadium,Camp_Nou
31257,season,2014
31257,manager,Kazuhiko_Claybrook
31258,name,Lundy_Bharathi
31258,surname,Remp
31258,birthyear,1979
31258,birthplace,Elko
31258,position,Forward
31258,team,S.C._Braga
31258,city,Gelsenkirchen
31258,stadium,Sporting_Park
31258,season,2011
31258,manager,Anupam_Oxenboll
31259,name,Hing_Seichi
31259,surname,Kehrer
31259,birthyear,1990
31259,birthplace,Conakry
31259,position,Defender
31259,team,FC_Spartak_Moscow
31259,city,Istanbul
31259,stadium,Jan_Breydel_Stadium
31259,season,2012
31259,manager,Olavi_Gurd
31260,name,Elenora_Noriyuki
31260,surname,Gawlick
31260,birthyear,1988
31260,birthplace,Orange
31260,position,Goalkeeper
31260,team,Aik_Solna
31260,city,Mexico_City
31260,stadium,Vicente_Calderon_Stadium
31260,season,2010
31260,manager,Shigetomo_Abbas
31261,name,Laird_Capers
31261,surname,Aigrain
31261,birthyear,1990
31261,birthplace,Vail
31261,position,Midfield
31261,team,Valencia_CF
31261,city,Munich
31261,stadium,Stadio_Olimpico
31261,season,2011
31261,manager,Veit_Luks
31262,name,Rahim_Barton
31262,surname,Kawakami
31262,birthyear,1993
31262,birthplace,Billings
31262,position,Defender
31262,team,FK_Partizan
31262,city,Orlando
31262,stadium,White_Hart_Lane
31262,season,2013
31262,manager,Ryouji_Dare
31263,name,Jami_Waqar
31263,surname,Longobardi
31263,birthyear,1988
31263,birthplace,Aguascalientes
31263,position,Midfield
31263,team,The_New_Saints_F.C.
31263,city,Arlington
31263,stadium,Parc_des_Princes
31263,season,2012
31263,manager,Mayan_Tautenhahn
31264,name,Martii_Mischa
31264,surname,Matyska
31264,birthyear,1978
31264,birthplace,Pasco
31264,position,Goalkeeper
31264,team,The_New_Saints_F.C.
31264,city,Arlington
31264,stadium,Parc_des_Princes
31264,season,2012
31264,manager,Mayan_Tautenhahn
31265,name,Nili_Reese
31265,surname,Kopanas
31265,birthyear,1975
31265,birthplace,Augusta
31265,position,Goalkeeper
31265,team,FC_Anzhi_Makhachkala
31265,city,Tokyo
31265,stadium,BMO_Field
31265,season,2013
31265,manager,Robert_Lally
31266,name,Guisseppi_Abdelmadjid
31266,surname,Newstead
31266,birthyear,1994
31266,birthplace,Istanbul
31266,position,Midfield
31266,team,Boavista_F.C.
31266,city,Naples
31266,stadium,Veltins-Arena
31266,season,2015
31266,manager,Duckyoung_Padhye
31267,name,Huu_Shian
31267,surname,Abraham
31267,birthyear,1988
31267,birthplace,Albuquerque
31267,position,Midfield
31267,team,Boavista_F.C.
31267,city,Naples
31267,stadium,Veltins-Arena
31267,season,2014
31267,manager,Piera_Faustini
31268,name,Brad_Zhaofang
31268,surname,Dighe
31268,birthyear,1977
31268,birthplace,Frankfurt
31268,position,Defender
31268,team,P.a.o.k_Fc
31268,city,Brasilia
31268,stadium,King_Power_Stadium
31268,season,2012
31268,manager,Xiaomin_Saoudi
31269,name,Ludomir_Franziska
31269,surname,Hinnebusch
31269,birthyear,1989
31269,birthplace,White
31269,position,Defender
31269,team,Royal_Antwerp_F.C.
31269,city,London
31269,stadium,Santiago_Bernabeu_Stadium
31269,season,2011
31269,manager,Rashi_Papadourakis
31270,name,Anke_Ute
31270,surname,Weener
31270,birthyear,1995
31270,birthplace,Kiev
31270,position,Defender
31270,team,West_Ham_United_F.C.
31270,city,Solna
31270,stadium,Balaidos
31270,season,2013
31270,manager,Aiqun_Levergood
31271,name,Setsuo_Gay
31271,surname,Preas
31271,birthyear,1980
31271,birthplace,South
31271,position,Goalkeeper
31271,team,West_Ham_United_F.C.
31271,city,Solna
31271,stadium,Balaidos
31271,season,2011
31271,manager,Jiangling_Micheaux
31272,name,Errol_Cetin
31272,surname,Fabrizio
31272,birthyear,1978
31272,birthplace,Shreveport
31272,position,Goalkeeper
31272,team,Lille_OSC
31272,city,Munich
31272,stadium,Allianz_Arena_Olympic_Stadium_Munich
31272,season,2010
31272,manager,Robert_Lally
31273,name,Gina_Kenta
31273,surname,Besancenot
31273,birthyear,1976
31273,birthplace,Mobile
31273,position,Forward
31273,team,Seattle_Sounders
31273,city,Dortmund
31273,stadium,Stadio_San_Paolo
31273,season,2011
31273,manager,Aiqun_Levergood
31274,name,Yooichi_Hemant
31274,surname,Valette
31274,birthyear,1976
31274,birthplace,Amarillo
31274,position,Forward
31274,team,Montpellier_HSC
31274,city,Recife
31274,stadium,Stade_Velodrome
31274,season,2013
31274,manager,Bernando_Jesus
31275,name,Hideaki_Sava
31275,surname,Burtschick
31275,birthyear,1988
31275,birthplace,Guatemala
31275,position,Midfield
31275,team,Sport_Club_Internacional
31275,city,Montreal
31275,stadium,King_Power_Stadium
31275,season,2013
31275,manager,Soung_Alt
31276,name,Peteris_Yusuf
31276,surname,Maxson
31276,birthyear,1989
31276,birthplace,Tokyo
31276,position,Midfield
31276,team,Borussia_Monchengladbach
31276,city,Hamburg
31276,stadium,Estadio_da_Luz
31276,season,2012
31276,manager,Jeremy_Cantu
31277,name,Ryoichi_Ilan
31277,surname,Togni
31277,birthyear,1992
31277,birthplace,Vienna
31277,position,Forward
31277,team,FK_Partizan
31277,city,Orlando
31277,stadium,White_Hart_Lane
31277,season,2013
31277,manager,Ryouji_Dare
31278,name,Masahisa_Prabhav
31278,surname,Blaschek
31278,birthyear,1980
31278,birthplace,Indianapolis
31278,position,Midfield
31278,team,FC_Nordsjelland
31278,city,Moscow
31278,stadium,Estadio_da_Luz
31278,season,2011
31278,manager,Cees_Gunal
31279,name,Silvio_Rogelio
31279,surname,Keskin
31279,birthyear,1988
31279,birthplace,Pasco
31279,position,Defender
31279,team,Valencia_CF
31279,city,Montevideo
31279,stadium,Constant_Vanden_Stock_Stadium
31279,season,2011
31279,manager,Vagan_Smallwood
31280,name,Zizette_Polina
31280,surname,Herger
31280,birthyear,1980
31280,birthplace,El
31280,position,Goalkeeper
31280,team,Seattle_Sounders
31280,city,Dortmund
31280,stadium,Stadio_San_Paolo
31280,season,2011
31280,manager,Aiqun_Levergood
31281,name,Hongbing_Kevin
31281,surname,Nozaka
31281,birthyear,1977
31281,birthplace,Berlin
31281,position,Defender
31281,team,S.C._Braga
31281,city,Gelsenkirchen
31281,stadium,Sporting_Park
31281,season,2013
31281,manager,Shyamala_Gibbs
31282,name,Chitresh_Harlan
31282,surname,Babb
31282,birthyear,1991
31282,birthplace,Copenhagen
31282,position,Defender
31282,team,Valencia_CF
31282,city,Munich
31282,stadium,Stadio_Olimpico
31282,season,2011
31282,manager,Veit_Luks
31283,name,Devina_Qutaibah
31283,surname,Schloegel
31283,birthyear,1997
31283,birthplace,Charleston
31283,position,Goalkeeper
31283,team,Royal_Antwerp_F.C.
31283,city,London
31283,stadium,Santiago_Bernabeu_Stadium
31283,season,2011
31283,manager,Rashi_Papadourakis
31284,name,Fuyau_Boo
31284,surname,Grillner
31284,birthyear,1987
31284,birthplace,Pocatello
31284,position,Midfield
31284,team,Clube_de_Regatas_do_Flamengo
31284,city,Rio_de_Janeiro
31284,stadium,Stadio_Olimpico
31284,season,2011
31284,manager,Xiaolei_Ronchette
31285,name,Martii_Mischa
31285,surname,Matyska
31285,birthyear,1978
31285,birthplace,Pasco
31285,position,Midfield
31285,team,Sport_Club_Internacional
31285,city,Montreal
31285,stadium,King_Power_Stadium
31285,season,2011
31285,manager,Berardo_Gerber
31286,name,Athushi_Belli
31286,surname,Gull
31286,birthyear,1977
31286,birthplace,Key
31286,position,Defender
31286,team,A.C._Perugia_Calcio
31286,city,Solna
31286,stadium,Donbass_Arena
31286,season,2014
31286,manager,Nabih_Rios
31287,name,Saydean_Eiichi
31287,surname,Alpuente
31287,birthyear,1983
31287,birthplace,Asheville
31287,position,Forward
31287,team,FC_Anzhi_Makhachkala
31287,city,Hamburg
31287,stadium,King_Power_Stadium
31287,season,2013
31287,manager,Robert_Lally
31288,name,Annabelle_Katsunori
31288,surname,Rouchaleau
31288,birthyear,1994
31288,birthplace,Wilmington
31288,position,Defender
31288,team,Valencia_CF
31288,city,London
31288,stadium,Santiago_Bernabeu_Stadium
31288,season,2011
31288,manager,Vagan_Smallwood
31289,name,Gongzhu_Youngmok
31289,surname,Kubicar
31289,birthyear,1979
31289,birthplace,Warsaw
31289,position,Midfield
31289,team,Delfino_Pescara_1936
31289,city,Orlando
31289,stadium,King_Power_Stadium
31289,season,2012
31289,manager,Robbert_Flach
31290,name,Petko_Maogang
31290,surname,Usha
31290,birthyear,1986
31290,birthplace,Nice
31290,position,Defender
31290,team,P.a.o.k_Fc
31290,city,Brasilia
31290,stadium,King_Power_Stadium
31290,season,2012
31290,manager,Sreenivas_Wohr
31291,name,Xiaocheng_Beth
31291,surname,Guerriero
31291,birthyear,1980
31291,birthplace,Harrisburg
31291,position,Forward
31291,team,Boavista_F.C.
31291,city,Naples
31291,stadium,Veltins-Arena
31291,season,2015
31291,manager,Duckyoung_Padhye
31292,name,Ryoichi_Ilan
31292,surname,Togni
31292,birthyear,1992
31292,birthplace,Vienna
31292,position,Forward
31292,team,West_Ham_United_F.C.
31292,city,Solna
31292,stadium,Balaidos
31292,season,2013
31292,manager,Aiqun_Levergood
31293,name,Guilang_Prasant
31293,surname,Clasen
31293,birthyear,1982
31293,birthplace,Fairbanks
31293,position,Forward
31293,team,New_York_Red_Bulls
31293,city,Brasilia
31293,stadium,San_Siro_Stadium
31293,season,2011
31293,manager,Atsuyuki_Jayaprakash
31294,name,Magne_Chihping
31294,surname,Jungst
31294,birthyear,1990
31294,birthplace,Durban
31294,position,Forward
31294,team,FC_Anzhi_Makhachkala
31294,city,Tokyo
31294,stadium,BMO_Field
31294,season,2013
31294,manager,Robert_Lally
31295,name,Myla_Nikolaus
31295,surname,Goni
31295,birthyear,1995
31295,birthplace,Budapest
31295,position,Midfield
31295,team,Valencia_CF
31295,city,Munich
31295,stadium,Stadio_Olimpico
31295,season,2011
31295,manager,Veit_Luks
31296,name,Hayo_Laks
31296,surname,Hooghiemstra
31296,birthyear,1986
31296,birthplace,Memphis
31296,position,Goalkeeper
31296,team,A.C._Perugia_Calcio
31296,city,Solna
31296,stadium,Donbass_Arena
31296,season,2014
31296,manager,Nabih_Rios
31297,name,Lode_Anamaria
31297,surname,Ruocco
31297,birthyear,1980
31297,birthplace,Fresno
31297,position,Midfield
31297,team,A.C._Perugia_Calcio
31297,city,Solna
31297,stadium,Donbass_Arena
31297,season,2013
31297,manager,Atsufumi_Comparetto
31298,name,Surapol_Yechezkel
31298,surname,Noltemeier
31298,birthyear,1984
31298,birthplace,Reno
31298,position,Midfield
31298,team,Valencia_CF
31298,city,London
31298,stadium,Santiago_Bernabeu_Stadium
31298,season,2011
31298,manager,Vagan_Smallwood
31299,name,Guardian_Yongjoon
31299,surname,Pierro
31299,birthyear,1994
31299,birthplace,Chattanooga
31299,position,Forward
31299,team,P.a.o.k_Fc
31299,city,Brasilia
31299,stadium,King_Power_Stadium
31299,season,2012
31299,manager,Xiaomin_Saoudi
31300,name,Zizette_Polina
31300,surname,Herger
31300,birthyear,1980
31300,birthplace,El
31300,position,Goalkeeper
31300,team,Seattle_Sounders
31300,city,Dortmund
31300,stadium,Stadio_San_Paolo
31300,season,2011
31300,manager,Aiqun_Levergood
31301,name,Martii_Mischa
31301,surname,Matyska
31301,birthyear,1978
31301,birthplace,Pasco
31301,position,Midfield
31301,team,S.C._Braga
31301,city,Gelsenkirchen
31301,stadium,Sporting_Park
31301,season,2014
31301,manager,Bernando_Jesus
31302,name,Yoonjoon_Eila
31302,surname,Yannakoudakis
31302,birthyear,1996
31302,birthplace,Shannon
31302,position,Midfield
31302,team,New_York_Red_Bulls
31302,city,Solna
31302,stadium,Allianz_Arena_Olympic_Stadium_Munich
31302,season,2011
31302,manager,Atsuyuki_Jayaprakash
31303,name,Renganathan_Sihai
31303,surname,Godo
31303,birthyear,1989
31303,birthplace,Baton
31303,position,Midfield
31303,team,The_New_Saints_F.C.
31303,city,Arlington
31303,stadium,Parc_des_Princes
31303,season,2014
31303,manager,Robbert_Flach
31304,name,Sava_Lui
31304,surname,Schmerl
31304,birthyear,1977
31304,birthplace,Las
31304,position,Defender
31304,team,Borussia_Monchengladbach
31304,city,Cardiff
31304,stadium,St_James__Park
31304,season,2012
31304,manager,Jeremy_Cantu
31305,name,Anke_Ute
31305,surname,Weener
31305,birthyear,1995
31305,birthplace,Kiev
31305,position,Defender
31305,team,Clube_de_Regatas_do_Flamengo
31305,city,Rio_de_Janeiro
31305,stadium,Stadio_Olimpico
31305,season,2013
31305,manager,Jeremy_Cantu
31306,name,Sangjin_Martin
31306,surname,Sezan
31306,birthyear,1985
31306,birthplace,Lisbon
31306,position,Midfield
31306,team,New_York_Red_Bulls
31306,city,Solna
31306,stadium,Allianz_Arena_Olympic_Stadium_Munich
31306,season,2011
31306,manager,Atsuyuki_Jayaprakash
31307,name,Klaus_Nicu
31307,surname,Strevell
31307,birthyear,1979
31307,birthplace,Roanoke
31307,position,Forward
31307,team,Valencia_CF
31307,city,Montevideo
31307,stadium,Constant_Vanden_Stock_Stadium
31307,season,2011
