,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
106350,Dario,Quarrie,F,605,678-5503,SIOUX FALLS,SD,57106,S,N,35000,0.0,0,0,0
106351,Naotaka,Burnard,M,406,979-1671,MEDICINE LAKE,MT,59247,S,N,55000,6.9,1900,0,0
106352,Tjalling,Huijsmans,M,803,774-5435,CHARLESTON,SC,29401,M,Y,95000,7.0,0,6600,3300
106353,Tiziana,Simone,M,307,624-2765,CHEYENNE,WY,82003,S,N,90000,0.0,0,0,0
106354,Noritaka,Vastola,F,386,732-6116,JUPITER,FL,33468,M,Y,75000,0.0,0,0,0
106355,Jacky,Tavs,F,907,724-9803,ANCHORAGE,AK,99530,S,N,60000,0.0,0,0,0
106356,Nayyer,Miike,M,410,668-9033,JESSUP,MD,20794,M,Y,85000,4.75,0,4800,2400
106357,Jutai,Beraud,M,307,359-5580,LEITER,WY,82837,M,N,20000,0.0,0,0,0
106358,Dipak,Stirpe,M,859,985-1265,WORTHVILLE,KY,41098,M,Y,80000,6.0,0,40,20
106359,Byung,Weistroffer,F,504,416-8418,ROBELINE,LA,71469,S,N,40000,6.0,4500,0,0
106360,Aslam,Basart,F,718,964-9122,GREAT BEND,NY,13643,M,Y,50000,4.243293,0,0,1000
106361,Tetsuzo,Marietta,M,860,704-5040,MIDDLETOWN,CT,6457,S,Y,25000,5.0,12750,0,0
106362,Renato,Metze,F,334,314-9386,FLORENCE,AL,35631,M,Y,5000,5.0,0,3000,300
106363,Syuji,Leufke,F,276,177-7810,NORFOLK,VA,23515,S,N,85000,5.75,900,0,0
106364,Emanuela,Motley,M,769,978-7302,TIPLERSVILLE,MS,38674,M,Y,55000,5.0,0,12000,1500
106365,Iordana,Singleton,M,417,799-8710,LAMAR,MO,64759,M,Y,100000,6.0,0,4200,1200
106366,Evgueni,Fierens,F,202,747-2835,WASHINGTON,DC,20506,M,Y,100000,9.0,0,2740,1370
106367,Rae,Laurillard,F,402,926-1085,MORRILL,NE,69358,S,N,50000,6.84,103,0,0
106368,Noemie,Grapa,M,404,454-7243,CULLODEN,GA,31016,M,N,95000,6.0,0,5400,0
106369,Hidetoshi,Bonollo,F,253,973-1142,TACOMA,WA,98412,S,Y,10000,0.0,0,0,0
106370,Charalambos,Steininger,F,417,292-8921,ZANONI,MO,65784,M,Y,5000,3.75,0,4200,1200
106371,Chrystopher,Gurevitch,F,228,714-8192,SENATOBIA,MS,38668,M,Y,100000,5.0,0,12000,1500
106372,Taeko,Guttler,F,501,636-3477,MORRILTON,AR,72110,M,Y,70000,7.0,0,40,20
106373,Orna,Visetti,F,406,511-2693,SILVER STAR,MT,59751,S,Y,90000,6.9,1900,0,1900
106374,Magdy,Christopher,M,302,464-4044,ELLENDALE,DE,19941,M,N,80000,5.95,0,220,0
106375,Noemie,Tonnesen,M,605,692-2724,NISLAND,SD,57762,M,N,30000,0.0,0,0,0
106376,Terje,Leela,M,308,510-1756,VERDIGRE,NE,68783,S,Y,50000,6.84,103,0,103
106377,Jacque,Pauthner,M,949,642-6542,RIVERSIDE,CA,92506,S,N,25000,5.410157,87,0,0
106378,Kwangsub,Romijn,M,775,296-1859,SCHURZ,NV,89427,S,N,100000,0.0,0,0,0
106379,Shinobu,Faris,M,712,769-1930,LEIGHTON,IA,50143,S,N,75000,8.98,40,0,0
106380,Assef,Reina,M,785,901-7620,WALKER,KS,67674,S,Y,90000,6.45,2250,0,2250
106381,Byron,Graft,M,228,979-4118,WINSTONVILLE,MS,38781,M,Y,95000,5.0,0,12000,1500
106382,Gerie,Ehlers,M,304,117-2273,WILSONBURG,WV,26461,M,Y,80000,6.5,0,4000,2000
106383,Ollivier,Hambury,M,559,222-8245,ALVISO,CA,95002,S,Y,25000,5.410157,87,0,272
106384,Mayuri,Dow,F,323,483-3860,DOWNIEVILLE,CA,95936,M,Y,35000,7.7709284,0,174,272
106385,Musaravakkam,Elliman,F,787,676-6689,CULEBRA,PR,775,S,N,85000,0.0,0,0,0
106386,Yurij,Korcuska,M,408,525-2359,KORBEL,CA,95550,S,N,100000,9.3,87,0,0
106387,Mike,Sutter,F,207,816-8113,TOPSHAM,ME,4086,M,N,40000,8.5,0,5700,0
106388,Michihiro,Pien,M,304,699-4340,CALDWELL,WV,24925,S,Y,10000,3.0,2000,0,2000
106389,Will,Can,F,505,974-8731,HOBBS,NM,88240,S,Y,60000,5.3,3300,0,3300
106390,Haruhisa,Vollmeyer,M,304,369-9598,CASS,WV,24927,M,N,10000,3.0,0,4000,0
106391,Phill,Biedassek,M,843,220-3496,COLUMBIA,SC,29224,M,N,30000,7.0,0,6600,0
106392,Ennio,Sallaberry,M,775,476-3460,CARSON CITY,NV,89703,S,N,20000,0.0,0,0,0
106393,Zhaofang,Rety,M,605,512-8507,IPSWICH,SD,57451,M,N,50000,0.0,0,0,0
106394,Anneke,Vedrine,M,606,114-3688,EDMONTON,KY,42129,S,Y,75000,6.0,20,0,20
106395,Nipun,Burnard,M,205,484-3792,HUNTSVILLE,AL,35815,M,Y,70000,5.0,0,3000,300
106396,Akash,Watanabe,M,316,615-2856,CENTRALIA,KS,66415,S,N,80000,6.45,2250,0,0
106397,Kristoffer,Gunn,F,351,125-3888,NORTH WEYMOUTH,MA,2191,M,Y,45000,5.3,0,7150,1000
106398,Yuhji,Kriegel,F,701,554-8086,MARSHALL,ND,58644,M,Y,10000,2.1,0,6600,3300
106399,Kan,Bent,F,412,316-9413,PITTSBURGH,PA,15262,S,N,65000,3.07,0,0,0
106400,Servet,Willoner,F,763,456-5155,DETROIT LAKES,MN,56501,M,Y,85000,7.85,0,6600,3300
106401,Ambuj,Regli,F,678,551-8933,BUFORD,GA,30519,S,Y,85000,6.0,2700,0,3000
106402,Panagiotis,Christmansson,F,802,246-5914,NORTH THETFORD,VT,5054,M,Y,95000,4.8951945,0,6600,3300
106403,Zineb,Jutla,M,610,232-1857,VERONA,PA,15147,S,Y,45000,3.07,0,0,0
106404,Sander,Baezner,M,910,695-3924,ROCKINGHAM,NC,28379,M,N,80000,7.410839,0,6600,0
106405,Hidehito,Gabalda,M,906,219-6025,OSSINEKE,MI,49766,M,N,50000,3.9,0,6200,0
106406,Graham,Townsend,M,808,702-1938,WAKE ISLAND,HI,96898,M,N,85000,8.25,0,2080,0
106407,Tripurari,Gerling,M,562,995-3418,SAN DIEGO,CA,92179,S,Y,60000,9.3,87,0,272
106408,Zanoni,Givaty,F,207,430-2048,SWANS ISLAND,ME,4685,S,Y,100000,8.5,2850,0,2850
106409,Derwent,Thambidurai,F,757,959-6767,BROAD RUN,VA,20137,S,N,45000,5.75,900,0,0
106410,Varsha,Gerdt,M,603,979-6664,EAST ANDOVER,NH,3231,M,Y,20000,0.0,0,0,0
106411,Iwen,Rennert,M,516,134-7602,KINGSTON,NY,12402,M,N,80000,4.4170732,0,0,0
106412,Nazim,Coxson,M,719,619-8643,ELDORADO SPRINGS,CO,80025,S,Y,30000,4.63,0,0,0
106413,Bella,Bayraktar,M,619,439-6430,FRESNO,CA,93730,M,Y,55000,9.3,0,174,272
106414,Simo,Augusteijn,M,304,989-1117,WASHINGTON,WV,26181,M,Y,35000,4.75,0,4000,2000
106415,Trishul,Koivo,M,603,563-6583,WEST LEBANON,NH,3784,S,Y,50000,0.0,0,0,0
106416,Margarida,Mostrel,M,714,166-4394,LOS ANGELES,CA,90056,S,N,100000,9.3,87,0,0
106417,Roswita,Howkins,M,207,401-7783,GRAND LAKE STREAM,ME,4637,S,Y,65000,8.5,2850,0,2850
106418,Krishnamoorthy,Heilandt,M,252,981-7419,HIGH POINT,NC,27262,M,Y,90000,7.6206293,0,6600,3300
106419,Elvis,Bruns,M,713,606-6538,BLUFF DALE,TX,76433,M,Y,20000,0.0,0,0,0
106420,Golgen,Diede,F,301,721-7727,COLUMBIA,MD,21046,S,Y,50000,4.75,2400,0,2400
106421,Tesuro,Poletto,F,251,599-5647,MONTGOMERY,AL,36117,S,N,80000,5.0,1500,0,0
106422,Kalyan,Goil,F,951,144-9272,ARTESIA,CA,90702,S,N,5000,1.0,87,0,0
106423,Avraham,Hoogendoorn,F,808,240-1523,HAWI,HI,96719,M,N,45000,8.25,0,2080,0
106424,Yoshitomi,Bach,M,406,241-3230,CONDON,MT,59826,M,Y,10000,4.916379,0,3800,1900
106425,Xingguo,Yokomori,F,414,110-6951,KENDALL,WI,54638,M,Y,95000,6.097042,0,1400,400
106426,Mikko,Hohne,F,505,977-1928,PORTALES,NM,88130,S,N,100000,5.3,3300,0,0
106427,Zerksis,Shmuely,F,202,151-3719,WASHINGTON,DC,20424,M,N,25000,7.875,0,2740,0
106428,Francisca,Gehringer,F,404,552-4091,CHERRY LOG,GA,30522,M,Y,75000,6.0,0,5400,3000
106429,Jingsen,Abdellatif,M,360,146-3052,CASTLE ROCK,WA,98611,M,N,60000,0.0,0,0,0
106430,Immanuel,Schoning,F,202,200-9025,WASHINGTON,DC,20064,S,Y,30000,9.0,1370,0,1370
106431,Yasuro,Merani,F,717,478-7982,PHILADELPHIA,PA,19109,S,Y,90000,3.07,0,0,0
106432,Gaochao,Tatsuta,F,802,160-4063,WEST DUMMERSTON,VT,5357,S,Y,5000,3.6,3300,0,3300
106433,Kiochi,Maierhofer,M,574,957-2531,WHEATLAND,IN,47597,S,Y,10000,3.4,1000,0,1000
106434,Jingsen,Futatsugi,M,603,364-4369,NORTH CONWAY,NH,3860,M,N,30000,0.0,0,0,0
106435,Jianxi,Scheibelhut,M,860,856-7304,GREENWICH,CT,6836,M,N,35000,5.0,0,24500,0
106436,Liyi,Goldhammer,M,603,714-4041,HAVERHILL,NH,3765,M,Y,100000,0.0,0,0,0
106437,Omer,Rehak,F,430,489-5335,LANEVILLE,TX,75667,S,N,100000,0.0,0,0,0
106438,Maurita,Sauder,F,734,893-1175,ATTICA,MI,48412,M,N,50000,3.9,0,6200,0
106439,Alicia,Ashfield,M,308,606-4909,HUMBOLDT,NE,68376,M,Y,65000,6.84,0,206,103
106440,Ram,Schreier,M,302,982-5700,ROCKLAND,DE,19732,M,Y,20000,3.2227273,0,220,110
106441,Hui,Weistroffer,M,786,603-8673,PUNTA GORDA,FL,33951,S,N,25000,0.0,0,0,0
106442,Hanpei,Schuller,M,505,422-7986,VALDEZ,NM,87580,S,Y,80000,5.3,3300,0,3300
106443,Souichi,Proietti,F,801,706-3383,SALT LAKE CITY,UT,84180,S,Y,65000,7.0,2475,0,2475
106444,Kenmore,MacLean,F,401,214-8056,BRISTOL,RI,2809,S,Y,100000,0.0,0,0,0
106445,Chandramouli,Geiger,M,304,846-5108,HINTON,WV,25951,M,Y,5000,3.0,0,4000,2000
106446,Kiyoto,Schall,M,913,608-9980,TOPEKA,KS,66607,M,Y,95000,6.45,0,4500,2250
106447,Bingning,Odberg,M,757,148-4864,FABER,VA,22938,M,N,50000,5.75,0,1800,0
106448,Vale,Likeman,F,939,785-6680,CAGUAS,PR,726,M,Y,80000,0.0,0,0,0
106449,Greet,Arditi,F,401,164-7150,MANVILLE,RI,2838,S,N,70000,0.0,0,0,0
106450,Pieluigi,Tsumoto,F,808,958-4032,KAILUA KONA,HI,96745,M,N,85000,8.25,0,2080,0
106451,LeAnn,Lakshmikantham,F,808,213-3825,HONOLULU,HI,96804,M,N,35000,7.3486843,0,2080,0
106452,Satyan,Sarocky,M,208,382-4512,CAMBRIDGE,ID,83610,S,N,75000,7.8,3300,0,0
106453,Joris,Cannard,F,802,962-2727,EAST RANDOLPH,VT,5041,M,N,30000,3.6019895,0,6600,0
106454,Joey,Dunki,M,401,350-1206,PAWTUCKET,RI,2861,S,Y,85000,0.0,0,0,0
106455,Jaijeet,Sinitsyn,M,303,141-7363,WETMORE,CO,81253,M,Y,10000,4.63,0,0,0
106456,Mosfeq,Eves,M,401,777-8857,SAUNDERSTOWN,RI,2874,M,N,5000,0.0,0,0,0
106457,Radhika,Tanskanen,F,501,701-3934,UNIONTOWN,AR,72955,S,Y,10000,2.5778654,20,0,20
106458,Prasadram,Dor,M,720,256-5021,DENVER,CO,80250,S,Y,10000,4.63,0,0,0
106459,Taketo,Kitsuregawa,M,302,278-5174,CAMDEN WYOMING,DE,19934,S,N,65000,5.95,110,0,0
106460,Rod,Casaubieilh,F,612,641-5310,SEAFORTH,MN,56287,M,Y,25000,5.5895944,0,6600,3300
106461,Ashish,Megrelis,M,712,123-3568,BOXHOLM,IA,50040,M,N,70000,8.98,0,80,0
106462,Jurek,Bleichenbacher,F,701,632-6748,GLEN ULLIN,ND,58631,S,N,10000,2.1,3300,0,0
106463,Klaas,Battaglia,F,775,795-8003,SMITH,NV,89430,M,Y,100000,0.0,0,0,0
106464,Ult,Aamodt,F,225,549-7814,MONROE,LA,71212,S,N,50000,6.0,4500,0,0
106465,Sunggu,Pordes,M,704,744-4833,WHITAKERS,NC,27891,S,Y,25000,6.256993,3300,0,3300
106466,Aarron,Noth,M,218,465-6681,MILAN,MN,56262,M,Y,5000,5.35,0,6600,3300
106467,Rand,Odberg,F,478,162-6620,VALDOSTA,GA,31602,M,Y,30000,6.0,0,5400,3000
106468,Lyudmil,Lockington,M,806,616-3725,DALLAS,TX,75326,S,Y,5000,0.0,0,0,0
106469,Jayang,Barr,M,253,456-9463,OLYMPIA,WA,98501,S,Y,100000,0.0,0,0,0
106470,Hidetsugu,Ritzmann,F,860,219-4885,GROSVENOR DALE,CT,6246,S,N,80000,5.0,12750,0,0
106471,Fionn,Preim,F,541,398-3142,NEHALEM,OR,97131,M,Y,55000,9.0,0,318,159
106472,Thomas,Giavitto,F,203,698-5268,STAFFORDVILLE,CT,6077,M,N,45000,5.0,0,24500,0
106473,Margie,Sommen,F,435,369-8337,HANKSVILLE,UT,84734,S,N,40000,7.0,2475,0,0
106474,Arra,Thoreson,F,303,290-5971,AVONDALE,CO,81022,S,Y,80000,4.63,0,0,0
106475,Olof,Knedel,F,304,245-7351,LOONEYVILLE,WV,25259,S,N,40000,5.1000004,2000,0,0
106476,Rafael,Popp,F,412,928-2364,SPRING MILLS,PA,16875,M,N,70000,3.07,0,0,0
106477,Kishan,Linnainmaa,F,918,238-2489,DRUMMOND,OK,73735,M,N,70000,6.25,0,2000,0
106478,Honghua,Rostami,M,253,854-7089,PORT LUDLOW,WA,98365,S,N,20000,0.0,0,0,0
106479,Ilias,Kornacker,F,770,313-3274,BUFORD,GA,30519,S,Y,15000,6.0,2700,0,3000
106480,Soazig,Vainstein,M,214,798-3743,GOLIAD,TX,77963,M,Y,100000,0.0,0,0,0
106481,Limin,Tsukamoto,M,304,482-6206,PEYTONA,WV,25154,M,Y,15000,3.35,0,4000,2000
106482,Tyler,Castellani,F,918,120-7946,GANS,OK,74936,M,Y,25000,6.25,0,2000,1000
106483,Sevki,Asrin,M,702,169-4350,WINNEMUCCA,NV,89446,S,N,20000,0.0,0,0,0
106484,Bard,Peroz,M,308,106-6392,STELLA,NE,68442,M,Y,25000,6.5736103,0,206,103
106485,Adeline,Driscoll,F,740,790-4451,BIDWELL,OH,45614,S,N,90000,3.533564,1300,0,0
106486,Brajesh,Meyden,F,712,903-4768,URBANDALE,IA,50322,S,N,55000,8.65488,40,0,0
106487,Mart,Yemenis,F,501,760-7168,GILLHAM,AR,71841,M,Y,30000,7.0,0,40,20
106488,Parick,Taki,F,206,686-2253,AMBOY,WA,98601,M,N,90000,0.0,0,0,0
106489,Hans,Engbersen,F,207,647-9546,UNITY,ME,4988,M,Y,25000,8.5,0,5700,2850
106490,Andre,Spinelli,M,219,774-2492,BLOOMINGTON,IN,47406,S,Y,80000,3.4,1000,0,1000
106491,Vladimiro,Leela,M,701,459-7767,PEKIN,ND,58361,S,Y,40000,2.2194002,3300,0,3300
106492,Joford,Sinolakis,F,706,189-1709,DECATUR,GA,30034,S,Y,15000,6.0,2700,0,3000
106493,Polly,Chandler,F,864,357-2879,AYNOR,SC,29511,M,N,25000,7.0,0,6600,0
106494,Tucker,Jacopini,F,307,996-4637,CARPENTER,WY,82054,M,N,80000,0.0,0,0,0
106495,Elham,Loewenstein,M,435,128-8908,MEADOW,UT,84644,S,Y,75000,7.0,2475,0,2475
106496,Benson,Iline,M,928,294-7678,PHOENIX,AZ,85015,M,N,5000,2.87,0,4200,0
106497,Bitan,Piera,M,206,215-8822,AUBURN,WA,98001,M,N,90000,0.0,0,0,0
106498,Bassem,Wodon,F,315,635-5373,CLINTON,NY,13323,S,Y,70000,4.359146,0,0,1000
106499,Akida,Gajiwala,F,239,194-5790,PALM COAST,FL,32142,S,Y,25000,0.0,0,0,0
106500,Nian,Zeugmann,F,414,309-5653,WHITE LAKE,WI,54491,M,N,25000,4.880782,0,1400,0
106501,Lal,Wittlich,M,320,630-7376,LESTER PRAIRIE,MN,55354,S,Y,80000,7.85,3300,0,3300
106502,Adham,Jankowitz,F,304,308-7143,NAOMA,WV,25140,M,N,95000,6.5,0,4000,0
106503,Boutros,Daul,F,505,456-1887,LA JARA,NM,87027,S,Y,65000,5.3,3300,0,3300
106504,Rajib,Button,F,401,629-6497,KENYON,RI,2836,S,N,55000,0.0,0,0,0
106505,Kienchung,Sandrasegaran,M,701,833-9317,CARPIO,ND,58725,S,N,30000,2.1034775,3300,0,0
106506,Canice,Haefner,M,307,261-9944,HUDSON,WY,82515,M,N,55000,0.0,0,0,0
106507,Ole,Potthoff,M,302,380-3628,BEAR,DE,19701,M,N,25000,3.5636363,0,220,0
106508,Margita,McKay,F,919,677-6407,SALISBURY,NC,28147,S,Y,35000,6.466783,3300,0,3300
106509,Mir,Kasprzak,M,813,342-8925,MIAMI,FL,33130,S,N,25000,0.0,0,0,0
106510,Waiman,Hoepman,M,508,317-4218,NORTH WEYMOUTH,MA,2191,M,Y,15000,5.3,0,7150,1000
106511,Katashi,Vieri,M,505,369-6542,LLANO,NM,87543,M,N,60000,5.3,0,6600,0
106512,Dawei,Crosby,M,225,372-2656,BROUSSARD,LA,70518,M,N,40000,6.0,0,9000,0
106513,Katsuhisa,Laski,M,808,345-8628,HONOLULU,HI,96844,M,N,30000,6.447368,0,2080,0
106514,Helmut,Batliner,M,605,289-2518,SIOUX FALLS,SD,57197,S,N,85000,0.0,0,0,0
106515,Pirooz,Brookner,M,406,884-5651,GREAT FALLS,MT,59403,S,Y,100000,6.9,1900,0,1900
106516,Sadok,Finsterwalder,F,563,395-9756,CEDAR RAPIDS,IA,52401,S,N,25000,4.0235424,40,0,0
106517,Suzanne,Pinchuk,M,406,160-8476,JORDAN,MT,59337,S,Y,60000,6.9,1900,0,1900
106518,Roldolf,Zercher,M,206,858-6284,CLAYTON,WA,99110,M,Y,65000,0.0,0,0,0
106519,Ala,Kantner,M,856,793-8088,MOUNTAINSIDE,NJ,7092,S,N,60000,2.0308332,1000,0,0
106520,Kwanyong,Goodwin,F,413,666-9043,GOSHEN,MA,1032,S,N,95000,5.3,3575,0,0
106521,Veit,Daughtrey,F,502,733-1042,FLATGAP,KY,41219,S,N,70000,5.7222223,20,0,0
106522,Mohamed,Knecht,M,941,989-4314,WELLINGTON,FL,33414,M,N,90000,0.0,0,0,0
106523,Antoin,Simha,M,402,222-7252,AMHERST,NE,68812,M,N,50000,6.84,0,206,0
106524,Kjell,McNicholl,M,702,721-5142,EUREKA,NV,89316,S,N,25000,0.0,0,0,0
106525,Hiromi,Pessaux,F,716,804-7618,DAVENPORT,NY,13750,S,N,5000,4.0,0,0,0
106526,Kersti,Kriewall,M,302,967-2954,LINCOLN,DE,19960,M,N,100000,5.95,0,220,0
106527,Shinji,Kleinjohann,F,212,309-5370,KATONAH,NY,10536,M,Y,5000,4.0,0,0,1000
106528,Arnold,Luiz,F,757,913-6599,ROUND HILL,VA,20141,S,Y,90000,5.75,900,0,900
106529,Mikel,Borucki,M,765,618-3045,INDIANAPOLIS,IN,46242,S,Y,20000,3.4,1000,0,1000
106530,IEEE,Graf,F,909,558-6711,EMERYVILLE,CA,94608,M,Y,5000,1.0,0,174,272
106531,Esen,Dingle,M,406,670-8360,MOSBY,MT,59058,S,N,70000,6.9,1900,0,0
106532,Engelbert,Ekenberg,M,435,244-9354,OGDEN,UT,84402,M,N,65000,7.0,0,4950,0
106533,Barnett,Schmidt,M,225,488-1543,LAKE CHARLES,LA,70616,S,Y,55000,6.0,4500,0,1000
106534,Franco,Ateniese,M,302,569-3085,NEW CASTLE,DE,19720,S,Y,55000,5.609091,110,0,110
106535,Leendert,Gurr,F,541,894-3697,SAINT HELENS,OR,97051,S,Y,65000,9.0,159,0,159
106536,Keith,Bidulock,M,918,250-4981,OKLAHOMA CITY,OK,73114,M,Y,25000,6.25,0,2000,1000
106537,Rony,Poch,F,843,870-3396,MOUNTVILLE,SC,29370,M,N,50000,7.0,0,6600,0
106538,Jacky,Uesaka,F,406,920-6472,SHEPHERD,MT,59079,M,N,65000,6.9,0,3800,0
106539,Ananth,Stanski,F,443,454-7376,HAGERSTOWN,MD,21747,M,N,45000,4.75,0,4800,0
106540,Kun,Koshors,F,307,837-9973,RIVERTON,WY,82501,S,N,15000,0.0,0,0,0
106541,Okihiko,Tsiolis,F,918,972-2352,JAY,OK,74346,M,Y,80000,6.25,0,2000,1000
106542,Christophe,Pascual,F,870,587-9049,EARLE,AR,72331,S,N,75000,7.0,20,0,0
106543,Siamak,Meddes,M,862,760-2986,TOMS RIVER,NJ,8756,M,N,10000,1.4,0,2000,0
106544,Erzsebet,Pericleous,F,605,231-4186,REDFIELD,SD,57469,M,N,10000,0.0,0,0,0
106545,Niko,Coven,M,307,130-3062,CHEYENNE,WY,82009,M,N,70000,0.0,0,0,0
106546,Anuj,Renegar,F,202,126-5876,WASHINGTON,DC,20217,S,Y,75000,9.0,1370,0,1370
106547,Couto,Kochetov,M,208,782-5030,FILER,ID,83328,S,N,100000,7.8,3300,0,0
106548,Jue,Gryl,M,218,941-5836,WEST UNION,MN,56389,S,Y,70000,7.85,3300,0,3300
106549,Norbert,Ionescu,F,425,983-1632,UNIVERSITY PLACE,WA,98467,S,N,30000,0.0,0,0,0
106550,Hedwig,Swartout,F,802,641-7309,JEFFERSONVILLE,VT,5464,M,N,65000,4.298331,0,6600,0
106551,Brenan,Grass,F,651,394-1813,MINNESOTA LAKE,MN,56068,S,Y,10000,5.35,3300,0,3300
106552,Zoubida,Recce,F,939,111-1222,GUANICA,PR,653,S,N,40000,0.0,0,0,0
106553,Ousmane,d'Alcantara,F,939,840-6982,OROCOVIS,PR,720,M,Y,45000,0.0,0,0,0
106554,Simo,Quasthoff,M,573,483-6203,SAINT LOUIS,MO,63145,M,N,45000,6.0,0,4200,0
106555,Ognen,Schmill,M,859,900-4305,STOPOVER,KY,41568,M,Y,90000,6.0,0,40,20
106556,Nami,Remington,M,605,652-5938,OACOMA,SD,57365,M,N,90000,0.0,0,0,0
106557,Djoerd,Bitan,F,304,764-3056,RIDGEWAY,WV,25440,M,N,85000,6.5,0,4000,0
106558,Ido,Azuma,M,612,525-5655,KABETOGAMA,MN,56669,S,N,5000,5.35,3300,0,0
106559,Brynjulf,Quinet,F,848,135-1864,BAYONNE,NJ,7002,M,N,55000,1.9519792,0,2000,0
106560,Nadav,Nacsa,M,435,589-2083,MINERSVILLE,UT,84752,S,Y,80000,7.0,2475,0,2475
106561,Darlene,Adamczyk,F,360,215-4571,PUYALLUP,WA,98371,S,N,95000,0.0,0,0,0
106562,Kunitoshi,Salvato,M,319,548-7819,MANLY,IA,50456,M,N,50000,7.8829904,0,80,0
106563,Clinton,Kohnert,M,787,750-5712,JAYUYA,PR,664,M,Y,30000,0.0,0,0,0
106564,Sinan,Uejio,M,949,692-9240,BROOKDALE,CA,95007,M,Y,70000,9.3,0,174,272
106565,Cor,Leguy,M,848,367-7561,HAWORTH,NJ,7641,S,N,60000,2.0308332,1000,0,0
106566,Orazio,Elorriaga,F,440,667-2507,CAMP DENNISON,OH,45111,M,Y,35000,1.7078462,0,2600,1300
106567,Demetrios,Tayi,F,769,726-4015,MADDEN,MS,39109,S,N,40000,5.0,6000,0,0
106568,Tepparit,Henftling,F,864,204-5604,WHITE STONE,SC,29386,M,N,15000,7.0,0,6600,0
106569,Thanasis,Deen,F,203,970-8963,WINSTED,CT,6098,S,N,85000,5.0,12750,0,0
106570,Borislav,Schwartzbauer,M,503,399-8512,PORTLAND,OR,97227,M,N,20000,9.0,0,318,0
106571,Dayne,Zavattaro,M,765,519-3529,STANFORD,IN,47463,S,N,55000,3.4,1000,0,0
106572,Cen,Veljan,F,508,622-1882,WOBURN,MA,1807,M,Y,60000,5.3,0,7150,1000
106573,Marisela,Birsak,M,765,830-3796,ARCADIA,IN,46030,S,N,5000,3.4,1000,0,0
106574,Blake,Spalazzi,M,270,673-2804,EZEL,KY,41425,S,Y,60000,5.166667,20,0,20
106575,Zohel,Gabrielli,F,662,624-1585,MC CARLEY,MS,38943,S,N,15000,5.0,6000,0,0
106576,Souichi,Nasset,F,724,563-4420,CREIGHTON,PA,15030,S,N,10000,3.07,0,0,0
106577,Nur,Rofougaran,M,808,440-3497,WAHIAWA,HI,96786,M,N,50000,8.25,0,2080,0
106578,Weiye,Grapa,M,513,896-8322,MOUNT GILEAD,OH,43338,S,N,15000,1.0439488,1300,0,0
106579,Etsuya,Schaap,M,503,568-4261,WESTON,OR,97886,S,N,50000,9.0,159,0,0
106580,Boban,Iwaihara,F,608,328-1347,STRUM,WI,54770,S,N,5000,4.6,700,0,0
106581,Layman,Wavrik,F,614,871-5782,VERMILION,OH,44089,M,N,10000,0.8779744,0,2600,0
106582,Nia,Aldous,M,337,714-3842,TALISHEEK,LA,70464,S,Y,95000,6.0,4500,0,1000
106583,Ganesh,Evans,M,302,224-2296,WILMINGTON,DE,19805,M,Y,65000,5.95,0,220,110
106584,Chulwoo,Heiler,M,970,512-9160,MARVEL,CO,81329,M,N,95000,4.63,0,0,0
106585,Babette,Regin,M,505,690-8163,ARREY,NM,87930,M,Y,80000,5.3,0,6600,3300
106586,Madjid,Rychlik,M,802,883-5075,BRIDGEWATER,VT,5034,M,N,15000,3.6,0,6600,0
106587,Amotz,Maierhofer,M,208,974-2182,BOVILL,ID,83806,S,Y,50000,7.8,3300,0,3300
106588,Kehong,Oppliger,F,507,922-9946,CHOKIO,MN,56221,S,Y,40000,6.3900213,3300,0,3300
106589,Cullen,Wacholder,F,701,772-2344,LEONARD,ND,58052,S,Y,90000,2.7990127,3300,0,3300
106590,Dawson,Zamboni,F,406,361-7313,COLSTRIP,MT,59323,S,Y,95000,6.9,1900,0,1900
106591,Yoga,Lecce,F,907,208-4276,TATITLEK,AK,99677,M,Y,65000,0.0,0,0,0
106592,Rami,Sherertz,F,406,914-8360,SHELBY,MT,59474,M,N,65000,6.9,0,3800,0
106593,Frieda,Kornacker,F,828,493-1901,CARRBORO,NC,27510,S,Y,5000,6.0,3300,0,3300
106594,Pieter,Buttyan,F,860,319-5682,DANBURY,CT,6811,S,N,65000,5.0,12750,0,0
106595,Luke,Pitoura,M,920,887-2063,MILWAUKEE,WI,53293,M,N,100000,6.183918,0,1400,0
106596,Sudip,Felder,M,907,620-3596,KING COVE,AK,99612,M,N,75000,0.0,0,0,0
106597,Jue,Dimitroff,M,401,785-4008,PORTSMOUTH,RI,2871,S,N,100000,0.0,0,0,0
106598,Jana,Danecki,M,732,565-5634,RUMSON,NJ,7760,M,Y,70000,2.1885417,0,2000,1500
106599,Hirotomo,Olien,F,313,193-4069,NORVELL,MI,49263,S,Y,80000,3.9,3100,0,3100
106600,Jalel,Vrancken,M,336,405-8086,GRIFTON,NC,28530,S,Y,45000,6.6765733,3300,0,3300
106601,Zhidong,Candy,F,304,142-5685,HARTS,WV,25524,M,Y,45000,5.45,0,4000,2000
106602,Astro,Kajihara,M,808,798-7267,HANAPEPE,HI,96716,S,N,90000,8.25,1040,0,0
